Sl.No,Language,Language,Exam,Question,Answer Link,,,,,,,,,,,
4158,cognizant,Unix shell scripting,handson,Script to count Unix shell scripting handson,https://mega.nz/file/FogxiAIR#QCMrZOAzkAQ6VYxqTuvs-KvyqwmQMt45K8vp6BRCCbM,3,,,,,,,,,,
4159,cognizant,Unix shell scripting,handson,Shell scripting handson,https://mega.nz/file/B1pTHaQD#ePzNpyJSsQdcyiN1uoEhkewFAppdIRq38pGlw_KCJYI,3,,,,,,,,,,
4160,cognizant,java,cc,Little innovators java cc,https://mega.nz/folder/hs4gXJCL#nGFuUbU5cLcGzTqpqozj7Q,11,,,,,,,,,,
4161,cognizant,java,cc,lucky draw java cc,https://mega.nz/folder/k44wRSJZ#MYEu6cd5ELcNetyo1tnQSQ,11,,,,,,,,,,
4162,cognizant,java,cc,Bon bon publishing company java cc,https://mega.nz/file/MsRjlSIa#3nzIbPMgo-iKZL1CNhvpbNzXOTYiHCpuNv2TK8yvLxE,11,,,,,,,,,,
4163,java,Cognizant,Cc,fun unlimited game center java cc,https://mega.nz/folder/Fsoy0RLK#1Eaag-MAIVCt6pp6h0zvgw,11,,,,,,,,,,
4164,cognizant,Sql,cc,Average mark greater than 80 sql cc,https://mega.nz/folder/toZ0mZDK#MKmItQrjjOH2TSM8yJqd0w,5,,,,,,,,,,
4165,cognizant,sql,cc,change the name of point of interest table sql cc,https://mega.nz/folder/whZyFRBL#AFiq55zltAzBzyoDx4qucQ,5,,,,,,,,,,
4166,cognizant,sql,cc,Latest date of registration sql cc,https://mega.nz/folder/5lAylTyS#qz2hFvy4HNEdq_OktX50lg,5,,,,,,,,,,
4167,cognizant,sql,cc,Staff details without handling any subject sql cc,https://mega.nz/folder/gtJk1bpS#7SNKYZHgYatH6YVhLX3SIg,5,,,,,,,,,,
4168,cognizant,sql,cc,student course enrollment management sql cc,https://mega.nz/folder/JpJ0wZzC#l_O1mpe5l7b70zDKVBHCBQ,5,,,,,,,,,,
4169,cognizant,sql,cc,Student name based on a condition sql cc,https://mega.nz/folder/swAwwBoT#bP_dDCYVSxIFSJxqmkb_kQ,5,,,,,,,,,,
4171,cognizant,Tsql,cc,Alter a table named customer with the Email check constraint sql cc,https://mega.nz/file/EwoAhKwZ#a975IIgqgr9OQihzr_yIEqbCIg6MS5Sk-SjkLZin5bA,4,,,,,,,,,,
4172,cognizant,tsql,cc,Alter a table named insurance company sql cc,https://mega.nz/file/JgoQHYZa#THuRaEzoMP197EMoMeQcCVZnLxrhZ1RLpYiwPV5I9hE,4,,,,,,,,,,
4173,cognizant,tsql,cc,Alter table named customer policy with the Check constraint sql cc,https://mega.nz/file/99xgAApZ#SqThhuu4r2hrE7fGoWk0mWUA18yyZO8NjqSe3H3J3GE,4,,,,,,,,,,
4174,cognizant,tsql,cc,Claims which have Status Completed and Pending sql cc,https://mega.nz/file/Bo4GQQrJ#PTvO16O9Yj4N-iA_8r9HWxT3Es8VRy3jazS1si5gvSI,4,,,,,,,,,,
4175,cognizant,tsql,cc,Create a table named address sql cc,https://mega.nz/file/4hxWTSYI#g3704eIBaWEr3lZ1pK5hwtO-luLjROWdb_ZTV2FLOUI,4,,,,,,,,,,
4176,cognizant,tsql,cc,Create a View Customer Policies sql cc ,https://mega.nz/file/g04ixAiD#ssXcgPk8Jk627zFthB6mS_ux5qzLmR2sL1g3Q6M1wvg,4,,,,,,,,,,
4177,cognizant,Tsql,cc,CTE for Policies offered by a Company sql cc,https://mega.nz/file/ZgxmgCpT#75dYgHSMQnf5eYDoy9oi_iHta8iQAX8qOaVEOZ6UA3U,4,,,,,,,,,,
4178,cognizant,tsql,cc,CTE to Rank agent based on policy count sql cc,https://mega.nz/file/Z45gxSYL#EmQqJovgXNrc9kXuU9f5prVb_iPzuGkazspHfzyboaU,4,,,,,,,,,,
4179,cognizant,tsql,cc,CTE to Rank the Customer sql cc ,https://mega.nz/file/k45WUaCC#ABlL6EZjldcTOuloAvdzgMgIGmZ88TFDOEpUjEMktD4,4,,,,,,,,,,
4180,cognizant,tsql,cc,Customers who have claimed minimum amount sql cc,https://mega.nz/file/ptoSCYSD#ZIUHqqgPIWukHB6_rLinEqPnvaaC-3lW4g19Gxq1-0o,4,,,,,,,,,,
4181,cognizant,tsql,cc,Customers with Max and No policies using Union Sql cc,https://mega.nz/file/84wilIZa#mkY0w1M2zyYiiQ0QwOKHwnFl3aRG4fV9wJGuzvodcnI,4,,,,,,,,,,
4182,cognizant,tsql,cc,Display Claim details sql cc,https://mega.nz/file/Fx4wXajJ#Etp2qckrheW-bZ7m0SnKrld5g0QtlJxkkDMS-YldNdM,4,,,,,,,,,,
4183,cognizant,tsql,cc,Display Customer and Policy details based on Customer and Agent Sql cc,https://mega.nz/file/dloVxYgY#UsxstunN82meLLXshUxpn0q5oFU424KyyaM4HP9jamg,4,,,,,,,,,,
4184,cognizant,tsql,cc,Display Customer and Policy details based on Name sql cc,https://mega.nz/file/dhxjAKLa#wTK0llWImZliXmRZS_A9Y1epgG9VQgHj6anRyUjLZDU,4,,,,,,,,,,
4185,cognizant,tsql,cc,Display Customer info who have made maximum claims sql cc,https://mega.nz/file/AhoHSQya#3oVCsNqpD6IeXPw5PxTd9Ca4_o9MVT5OQvFn-IQ1nhw,4,,,,,,,,,,
4186,Cognizant,tsql,cc,Display Customer Policy for a specific period sql cc,https://mega.nz/file/AoAS2b6L#6N9M8IoTOwNPGOb5yuSABfsrwJSXrpp_U5AlK1eZ5Vo,4,,,,,,,,,,
4187,cognizant,tsql,cc,Display Customer with Policy details sql cc,https://mega.nz/file/QsJQ0TzT#H-v2LfSOUhsy5xlQ6bBmJ4pYBy6Ye7AYWqgRtmi4lV0,4,,,,,,,,,,
4188,cognizant,tsql,cc,Display specific Customer details sql cc,https://mega.nz/file/g0ZiQTST#3IssqnhYalkiS9gFOGOwDCdZbnBmmlfKqzLyqkdKDPA,4,,,,,,,,,,
4189,cognizant,tsql,cc,Display the Distinct agent Names sql cc,https://mega.nz/file/l1YGTL6J#zooTrl3mY8BfMK-Rn9TZtmkg0GiNJ0xmOrIp_dMcj38,4,,,,,,,,,,
4190,cognizant,tsql,cc,Display the Entire Contents of Claim Details sql cc,https://mega.nz/file/k5YijJAK#YUT8qlSqY_Ppvuh07fJGNBnurtUGGTOwZ_mmY1Scj44,4,,,,,,,,,,
4191,cognizant,tsql,cc,Display the Firstname, Email and Phone Number of all Customers sql cc,https://mega.nz/file/R9Y2RJQT#HF4hHkMG7yszVZ3JGHHJoXgV-SkC_TPZrmnO_uitfB0,4,,,,,,,,,
4192,cognizant,tsql,cc,Display the insurance company name which has Insurance in it sql cc,https://mega.nz/file/gkJCgbyI#Gk88I_2SWk1Ut2gZHJHZBHV8lIeM5zFuwc6McJLWIwc,4,,,,,,,,,,
4193,cognizant,tsql,cc,Display the Names of customers sql cc,https://mega.nz/file/55YEyZaD#U7MJZk_M84MUgC6kEh3gMfQnnW_V5J33kGe8rScX5Ow,4,,,,,,,,,,
4194,cognizant,tsql,cc,Display the number of customers belonging to Bangalore sql cc,https://mega.nz/file/o9QkXTRQ#u_UrwOPGrUall8mKCCGLIJZ2SAngL9ajCS0M5wzGITk,4,,,,,,,,,,
4195,cognizant,tsql,cc,Display the number of policies by a specific Company sql cc,https://mega.nz/file/o1AgHbZQ#i6jXKgAT87spmq4nhdwP4hQd6m6rm4AE-UuTsjgXDNE,4,,,,,,,,,,
4196,cognizant,tsql,cc,Extract Claim details for a specific period sql cc,https://mega.nz/file/1gRGAJRS#k9BxjsG7qgOCEUf4eqTPK6JZcc3DqhLUgy7WsHPrUWo,4,,,,,,,,,,
4197,cognizant,tsql,cc,Extract the Customer with specific Policy details sql cc,https://mega.nz/file/ckZizR4D#g5ZLz6mD-Y91uJ8dzDmPMJbsqoHg8plFvI70cQP4T-k,4,,,,,,,,,,
4198,cognizant,tsql,cc,Insurance company from Thane sql cc,https://mega.nz/file/glQ0xJ7Z#z8ZUn4I_Y63jDdwwrEuwQvqQ-1wWpcQQZH3k1tI0fak,4,,,,,,,,,,
4199,Cognizant,Cpp,cc,Bus ticket reservation c++ cc,https://mega.nz/folder/wxQEjTpS#szs89otdS0d9y20UNAFK2w,4,,,,,,,,,,
4200,Cognizant,Cpp,Cc,helping hand c++ cc,https://mega.nz/folder/445imBbQ#W3aY5gDmEwtb6syBXjp4zQ,7,,,,,,,,,,
4201,Cognizant,Cpp,Cc,China bazar c++ cc,https://mega.nz/folder/h1wEkDpJ#hYio1xOShSMLkXbf1h_A8Q,4,,,,,,,,,,
4202,Capgemini,Dotnet,All in one,All in one Capgemini dotnet,https://mega.nz/folder/tl4DRCgI#dkp3K5Dh4WABDozOTfHLwQ,200,,,,,,,,,,
4203,Csharp,Dotnet,ict,Ticket booking csharp dotnet ict,https://mega.nz/folder/M0YDiAjQ#eQZ2qhMJBcqd2vfz4nb-QQ,11,,,,,,,,,,
4204,Cognizant,Java,Handson,Zaro flight system advance java handson,https://mega.nz/file/MshFkara#9dTxzdqwaGbD9iw6HnrfqYQf2McKKccZa3qRXy0D6kU,7,,,,,,,,,,
4205,cognizant,java,handson,Selection management system advance java handson,https://mega.nz/file/sphRnCyb#_ZIjhwyRShy5jMW9RQ51vwrxZZzLolfRDwYRTOc1keM,7,,,,,,,,,,
4206,cognizant,java,handson,Train management system advance java handson,https://mega.nz/file/k1o3iajQ#cX9O-IU3O1Y46vYITJPf1fi8ZyfmkJsw7BeqTbVZSaA,7,,,,,,,,,,
4207,Cognizant,Dotnet,Ict,Income tax payment code dotnet ict,https://mega.nz/file/Et512aCR#VZEGgHwjMeDshYlILrOoVp-Ndu3dY1HY6uYYGdcLa2A,11,,,,,,,,,,
4208,Cognizant,Java ,Project,Tweet app jr fse certification course java project,https://mega.nz/folder/9gh1FCyT#CFzxa6kaL2GmZ8xA-14S9g,125,,,,,,,,,,
4209,Cognizant,Sql,cc,Student details based on location and date of birth sql cc,https://mega.nz/folder/A0w3zQ4b#Iue9fPBWM_01NbHYyK3f_Q,4,,,,,,,,,,
4210,Java ,Cognizant,cc,Employee salary fixel software solutions java cognizant cc ,https://mega.nz/file/Zk5H1SSI#J7lnC6yKT4fphEjgLuEJ-JeVODqiug2u23fmNWkVCwM,11,,,,,,,,,,
4211,cognizant,java,project,Exam-portal-question-paper-generation-master java project ,https://mega.nz/folder/454VnIjC#9astT3hkNy5l1gpHBJfsEw,100,,,,,,,,,,
4212,RDP,Cognizant,Kba,Microservice AWS kba RDP quiz,https://mega.nz/folder/h4IlAKRI#dtmTuE-iL2r2DMqqfXT2XQ,25,,,,,,,,,,
4213,Cognizant,Spring,cc,Spring core cc,https://mega.nz/folder/N5AXmSiD#vnr3OJjZBplGTcXhuBhu3g,21,,,,,,,,,,
4214,Dotnet,Csharp,Hackerrank,Auto scale policy data structure dotnet Csharp hackerrank,https://mega.nz/file/J4hWlaTS#gPQehODPetXugCoC2pkTOIFDqc829lOrgqiboI70qwA,7,,,,,,,,,,
4215,csharp,dotnet,hackerrank,Balanced array data structures csharp dotnet hackerrank,https://mega.nz/file/91hggYyT#ESpyds3ybPLmdQ-Ih4kb7N0BKWo_geehRGbmUQH9rUY,7,,,,,,,,,,
4216,csharp,dotnet,hackerrank,Efficient shipping data structures csharp dotnet hackerrank,https://mega.nz/file/cpwSTYqC#D-8aTxULD41CuEL733NUhlXR2akJbkAH4GXC-qNtxEo,7,,,,,,,,,,
4217,csharp,dotnet,hackerrank,Group division data structures csharp dotnet hackerrank,https://mega.nz/file/0g521KhQ#-VC4suNZDrD7ENmNwcvKcpXE0kXkVxFZsgPnJ6w3Jng,7,,,,,,,,,,
4218,csharp,dotnet,hackerrank,Meandering array data structures csharp dotnet hackerrank,https://mega.nz/file/EohCyY6J#6H5fQOMIaT3LJdissQU3SqLAqtFBXDGksi4Aj1tHg2Y,7,,,,,,,,,,
4219,csharp,dotnet,hackerrank,Twin string csharp dotnet hackerrank,https://mega.nz/file/ogxA3AhB#hrWxMfFoJgN3JrkNojcV8HisG5d2ggTwsWcY_dIXCW8,7,,,,,,,,,,
4220,csharp,dotnet,hackerrank,Sort array csharp dotnet hackerrank,https://mega.nz/file/NkoSjQbQ#WvJ_9cnVejyaHySxjV04QK-rpKX_QVKrUn7jOR1Tz6o,7,,,,,,,,,,
4221,cognizant,java,cc,Technology fest java cc,https://mega.nz/folder/skQ0AZAR#b7KVyJFJai4gJqpTZTqy8Q,11,,,,,,,,,,
4222,Cognizant,java,ict,Hospital management java ict,https://mega.nz/file/R0I0VZxA#KNvcClnK7rICZ8OR0mUJTbkObw0R-trRd7yyFdB2xIU,11,,,,,,,,,,
4223,cognizant,java,ict,Hostel management java ict,https://mega.nz/file/hoZmCbwQ#wzFsCC1fsq83EOmBgZhG32UjJTVhrW4qvyZ3bGmkVqI,4,,,,,,,,,,
4224,cognizant,java,ict,Delivery agency java ict,https://mega.nz/folder/MtZCHZ7a#UQr22LgQRrHgYho_cV5-0w,9,,,,,,,,,,
4225,Cognizant,Java,Microservice project,Bill payment front end-master   java microservice with angular project  ,https://mega.nz/file/klIE0LZT#3X45HpWG3SkHI8rL4BZ_VlVmnmzRe5YwDrjGXRg5Op8,50,,,,,,,,,,
4226,cognizant,java,Microservice project,Bill payment back end-master java microservice with angular project,https://mega.nz/file/w9BiGbSA#b0PgJExDwilXcDmWYEOO2mzRurPY6QZ_RHpSTbznVEA,50,,,,,,,,,,
4227,Cognizant,Spring rest,Case study,Movie cruiser rest final-master spring rest case study,https://mega.nz/file/01xCADRY#MVbG2ElylYtrjYuur7YHktL0josmNFjo8ZNew254yac,11,,,,,,,,,,
4228,cognizant,spring rest,Case study,Truyum practice check rest-master spring rest case study ,https://mega.nz/file/185ETLQb#FE8T4WjNKTF_JatUssmdo1pgBFMkxsBQICzp73kWTwQ,11,,,,,,,,,,
4229,Cognizant,Hackathon,Project,Find the interest amount of current year emi hackathon project ,https://mega.nz/file/tsxUTBaT#q1yBkL_FKpFMFEsHBnE-xFuTeuNPApHMfxALUnps7rU    https://mega.nz/file/o8wSmIwL#8aUWqfDtm9kOXCInIQ83vKqh97YBe-LvvYf2TYdQn18,100,,,,,,,,,,
4230,Cognizant,Java,project,Courier tracking system java project,https://mega.nz/folder/Z4xQUIqa#rUShLjf-NPn6wprD1SEGow,100,,,,,,,,,,
4231,Cognizant,AWS,All,Aws-cts-main ,https://mega.nz/file/9soiBQib#tOavacqAT6AObokkaljk_E53sqykxo0Z208wXBkNRIo,40,,,,,,,,,,
4232,cognizant,Salesforce,Project,CTS-salesforce-main project,https://mega.nz/file/hphQ3CLR#byW5faLgEBrIqj1n4MF3PI-P7RZ5IQmS6kKwFq2d3jA,40,,,,,,,,,,
4233,Cognizant,Java,Project,Oxford academy java project,https://mega.nz/folder/o1hkCazL#kSqrDWC44Ct6ALy15dGBJQ,50,,,,,,,,,,
4234,Cognizant,Java,Handson,Hello world java handson,https://mega.nz/folder/J9gmmCqB#w_VvDfcv631twvHNOvCDNQ,4,,,,,,,,,,
4235,cognizant,java,handson,Profit calculation java handson,https://mega.nz/folder/Qk4WSKhS#FlcMyL2bcShhPkt6Mj3rZA,4,,,,,,,,,,
4236,cognizant,java,handson,Profit and loss java handson,https://mega.nz/folder/I9p2gY7I#tj2c0pnb5HuvHZB8S7kO4w,4,,,,,,,,,,
4237,cognizant,java,handson,Discount calculation java handson,https://mega.nz/folder/lsx03YQY#21jhFI7mv5JmI5X3s-LHhg,4,,,,,,,,,,
4238,Cognizant,cpp,cc,Zepc management system java program cpp cc,https://mega.nz/folder/IxByRBzK#W-23RkYd0inIx1M9z4A4Iw,9,,,,,,,,,,
4239,Cognizant,Channel,Ict,Student progress report rwd html css js ict ,https://mega.nz/folder/h8IWUDrY#igUaxgfwXaZ0uY3InE-Z1Q,21,,,,,,,,,,
4240,Dotnet,Adm,Handson,Greetings dom elite coaching centre html css js handson,https://mega.nz/folder/A8QS2BJR#zo4NqAE0YLEL5pxIpqn-EA,9,,,,,,,,,,
4241,Cognizant,Java,Cc,Reverse a word in the sentence java cc,https://mega.nz/folder/59ZjCYLZ#Rn0wPkAwwoczEpB3RBvUGQ,16,,,,,,,,,,
4242,cognizant,sql,cc,Shopify 2 - monthly sales details 1.2 sql cc,https://mega.nz/folder/A5RTFYIT#ilL27VMXwnNqUh1yNKkFTA,5,,,,,,,,,,
4243,cognizant,Javascript,cc,zee network pay slip javascript cc,https://mega.nz/folder/w9AGCRKZ#RugPlHe37R16WDthLOzTbw,14,,,,,,,,,,
4244,Cognizant,Sql,Cc,Customer details based on tax percentage sql cc,https://mega.nz/folder/x5Ql0SiL#VJX-ZjqpuhbsSjX1cvZJ-Q,5,,,,,,,,,,
4245,rdp,sql,sba,Customer details based on starting letter of name rdp sql sba,https://mega.nz/folder/QlREzDZQ#CcItwEbOX9I_64pXIHqN0Q,7,,,,,,,,,,
4246,rdp,sql,sba,Customer details based on gender and marital status sql cc RDP sql sba,https://mega.nz/folder/w4YUiJbA#4WriLGbbEoThoEDXdOai2Q,7,,,,,,,,,,
4247,rdp,sql,Sba,Customer details based on reference sql cc rdp sql sba,https://mega.nz/folder/s8YUhL6J#Mf8YBy8CBdLl0_lzrNLOPg,7,,,,,,,,,,
4248,rdp,sql,sba,Customer details based on identification documents sql cc rdp sql sba,https://mega.nz/folder/BkIGXDbY#qBFotsubinCerV7q7s5FbQ,7,,,,,,,,,,
4249,rdp,sql,sba,Customer details based on place sql cc rdp sql sba,https://mega.nz/folder/olRAxLbI#O-ONQEPCrOzkp1oU06gYbw,7,,,,,,,,,,
4250,RDP,Msbi,Sql,Trainer info sql sba RDP training log msbi ,https://mega.nz/folder/81BEBTwD#HHDjLOXyhshs62mHYgxFmA,35,,,,,,,,,,
4251,Dotnet,Adm,Handson,Seminar ticket booking adm.net csharp handson,https://mega.nz/folder/t8RCFJhY#h217hLYe3sHd-Y8M_pGgTA,11,,,,,,,,,,
4252,Dotnet,Adm,Handson,Workshop trainee management adm.net csharp handson,https://mega.nz/folder/E5QU0bxT#tXNhoHIxs3tSnAtSCOvgGQ,11,,,,,,,,,,
4253,Cognizant,Angular,Case study,Mstock angular case study,https://mega.nz/folder/8wpURKJY#-L5bOKzcybD8QyHBNlQZIg,16,,,,,,,,,,
4254,Cognizant,Sql server,Handson,Rank_customer offered_policy sql server cte handson ,https://mega.nz/folder/w05yXIDQ#X80eU_rVAUZtwO1eOVvXuA,7,,,,,,,,,,
4255,Cognizant,Sql ,Handson,All sql handson,https://mega.nz/folder/l45ABaTB#c1QSwGGCy5M4f1Tu7KOfew,10,,,,,,,,,,
4256,Cognizant,Sql server,Handson,Retrieve Entire Contents of Address  DRL Query QEQA sql server handson,https://mega.nz/folder/ckgWFaKB#YNugyU6e_8xyWIRd1GwLxg,5,,,,,,,,,,
4257,Cognizant,Sql server,Handson,Display Company with Policy details DRL Query QEQA sql server handson,https://mega.nz/folder/lgxWECqb#jKfiQwsOk-A_EzNRZEGl3w,5,,,,,,,,,,
4258,Cognizant,Sql server,Handson,Join and subqueries sql server handson,https://mega.nz/folder/owpAwK7D#FxZb0y0hmgpE3Xjf_-KNhA,5,,,,,,,,,,
4259,cognizant,Sql server,Handson,Pivot and exception sql server handson,https://mega.nz/folder/hp40CQRJ#f5UPQaQnHVob-baISXJ3NA,5,,,,,,,,,,
4260,Cognizant,RPA,Certification,RPA certification cognizant,https://mega.nz/folder/MkoiFZpT#DQDWfLsqixNrJP3O3S-tNQ,26,,,,,,,,,,
4261,Java,Digital honor,Handson,Employee profile digital honor java handson,https://mega.nz/folder/FggkRRZD#9oJOhEWA3X_8yg0uNhrEoA,7,,,,,,,,,,
4262,Cognizant,html css js,cc,Zee party planner html css js cc,https://mega.nz/folder/N54ARRxI#co3cw5eDR5kI-2BhTM3gmg,16,,,,,,,,,,
4263,Cognizant,Sql server,Handson,Trigger claim sql server handson,https://mega.nz/folder/EtxGCBaY#Y5chMfjmiSlVS2UGAmcfXg,5,,,,,,,,,,
4264,Cognizant,Sql server,Handson,Movie review sql server handson,https://mega.nz/folder/B4gUDRha#I2EZFDj9bOAzuksFCEVbyA,5,,,,,,,,,,
4265,Zoho,C++,Level 1,Role hierarchy c++ and java Zoho level1 assignment,https://mega.nz/folder/hlYX1CLL#EDiqvtyTeqdv7fbJgBNH4Q,75,,,,,,,,,,
4266,java,hackerrank,data structure,2D_Array-DS DSA java handson,https://mega.nz/file/M1AlzATB#TaYWhIjh9b-hv8yxzPGKEhpHf0Pl17p26pl4dpkGoDY,7,,,,,,,,,,
4267,java,hackerrank,Data structure,Array_manipulation DSA java handson,https://mega.nz/file/tlYVXYzJ#2x1Y79PglkaOBNSh8Tjrj4Q-v7tm8XbXFqyBs1pbKJc,7,,,,,,,,,,
4268,java,hackerrank,data structure,Arrays- DS.  DSA java handson,https://mega.nz/file/U5QHmCjD#vrOJP8kCQ5RtHqSKUIwlfoJUFqGsnzC8b_UtBmgLGL4,7,,,,,,,,,,
4269,java,hackerrank,data structure,Balanced_brackets DSA java handson,https://mega.nz/file/h0InhQTR#4BjHU1CiFXLoXgJrOGhV-EaGhXyinZwoXrJsWW443ns,7,,,,,,,,,,
4270,java,hackerrank,data structure,Between_two_sets DSA java handson,https://mega.nz/file/goJXxKwZ#3nHIi5CQG6Ra9phitf8WDpH1Eh32bxiQv_jgtEZjJw0,7,,,,,,,,,,
4271,java,hackerrank,data structure,Components_in_a_graph DSA java handson,https://mega.nz/file/d5IjkIpY#7LTf1HM2fUKnxjalVFLoliLeOCqOowkOmXcH4tFC6iU,7,,,,,,,,,,
4272,java,hackerrank,data structure,Delete duplicate-value nodes from a sorted linked list DSA java handson,https://mega.nz/file/h0JTEKqb#iGLlJc62SwS9_xt5GOloTT5ztOzxjBpnEuwXGxFwomA,7,,,,,,,,,,
4273,java,hackerrank,Data structure,Divisible_Sum_Pairs DSA java handson,https://mega.nz/file/dhJhlYRR#J_VgVtt5rBEiOxFba5uChaa2_8ZwvcidmJP92a4WjTw,7,,,,,,,,,,
4274,Java,Hackerrank,Data structure,Find_the_Running_Median DSA java handson,https://mega.nz/file/V8AnFaYS#qxafEISikBMGLuNtLb8nrJFgxCWBRq_vMOTYDC4xZhA,7,,,,,,,,,,
4275,java,hackerrank,data structure,Forming_a_Magic_Square DSA java handson,https://mega.nz/file/c1QDlAha#QHxyDWqSW3lnmuVXUu5ShxHd2crDLmJXXhHEXHCfEBE,7,,,,,,,,,,
4276,java,hackerrank,data structure,Left_rotation DSA java handson,https://mega.nz/file/YxR3iCCR#hoSVgC7O2alOHfJe5im0I3nTtGHJfOJ2qGh2Sswq0_w,7,,,,,,,,,,
4277,java,hackerrank,Data structure,Min-Max_Sum DSA java handson,https://mega.nz/file/J1RhCKCD#BjwyHsU2V0iDnDPh5vmbEO4iauY0kvIL1iOo0limz8M,7,,,,,,,,,,
4278,java,hackerrank,data structure,Queue_using_Two_Stacks DSA java handson,https://mega.nz/file/wtIR2AQS#MN_Y9IdLXh0CfG441D78JJljkXCUr4veMZir_6wIWys,7,,,,,,,,,,
4279,java,hackerrank,data structure,Sparse_Arrays DSA java handson,https://mega.nz/file/FxYD1CxJ#q0DH1ZqjGWM8UoWLfe1NxPivg4H824awYRkxF_qIG_E,7,,,,,,,,,,
4280,java,hackerrank,data structure,Time_conversion DSA java handson,https://mega.nz/file/w5BBhS6b#DTHrRlWllsBJa_pOGqtL2x13kmlBFx7qtxc87vAuqSo,7,,,,,,,,,,
4281,Digital honor,java,Handson,Crashing stone digital honor handson ,https://mega.nz/folder/ZlgEzLiK#dPCdAxFciec56lQ4Ofm4qw,11,,,,,,,,,,
4282,Digital honor,Sql,Handson,List customer and product without sale sql digital honor handson,https://mega.nz/folder/phgWAZyR#jSoF3qQQ_SZLXxuP0ZqA1g,5,,,,,,,,,,
4283,Digital honor,Sql,Handson,Employee department sql digital honor handson,https://mega.nz/folder/RpgiUJCI#KMp9H51feqp82urAALpJrA,5,,,,,,,,,,
4284,Digital honor,Java,Handson,Java exception digital honor java handson,https://mega.nz/folder/It4GiTwY#LY4ypMv2sYxc7hNJdQlLUg,7,,,,,,,,,,
4285,Digital honor,Java,Handson,Employee details digital honor java handson,https://mega.nz/folder/8tg0jLoS#m6wbWaJ-vorMK85chNXwGw,7,,,,,,,,,,
4286,Digital honor,Sql,Handson,Consecutive sum sql digital honor handson,https://mega.nz/folder/ctgSFLiZ#wTfxp6gxa7ujsw2bVDH67g,5,,,,,,,,,,
4287,Java,Selenium,project,Alert handling java selenium project,https://mega.nz/file/xt5WXCjb#X655QhJ2MGGa67ha8oAQzMNEopk0cvkKLcBfTXJhV6s,75,,,,,,,,,,
4288,Dotnet,Cognizant,Ef cc,Trainee code challenge entity framework dotnet cc,https://mega.nz/folder/g1BBhACI#YpDOPyQWhVJ-teVaszcpXg,16,,,,,,,,,,
4289,Cognizant,Sql server,Handson,Create procedure delete_status sql server handson,https://mega.nz/file/I0YymZwA#HyQuy4OQl9kjZ2fR8cAIM0DL264DKIRUkqcl8n3DSCE,11,,,,,,,,,,
4290,Cognizant,Sql server,Handson,Trigger claims sql server handson,https://mega.nz/file/EkAUlboY#ASPGmwVLqXbfL5EUBSCq8DEuJpGHaU7nAWW1b3r53Ew,11,,,,,,,,,,
4291,Dotnet,Asp.net,cc,BMI tracker code asp.net MVC coding challenge cc,https://mega.nz/folder/YgZBgCCb#D_c5Dg40lWj-FwRDWiG8Xw,16,,,,,,,,,,
4292,Cognizant,Html,Web UI quiz,Xpath quiz answers html web UI quiz kba,https://mega.nz/folder/1kZlFITC#s33kTY06mJausOG387jCPQ,25,,,,,,,,,,
4293,React,Cognizant,Case study,Mstock case study react,https://mega.nz/folder/41IFnaZK#ODn8pxHypdJ2ZQrnDf2BkQ,16,,,,,,,,,,
4294,digital honor,java,Code,Process scheduling digital honor java code,https://mega.nz/folder/M9Y1SYCB#DGvEy64Dt7L5kJjuYXD3tg,7,,,,,,,,,,
4295,digital honor,Java,MCQ,Digital honor java MCQ,https://mega.nz/folder/55RxBC5B#sTgRRJDyHhdQey4mC7YsgA,30,,,,,,,,,,
4296,Cognizant,Vbscript,cc,Reverse string without strreverse function vbscript cc ,https://mega.nz/folder/d5QGHRZb#68QPx0LEbBEVyb-uolzjTg,11,,,,,,,,,,
4297,Selenium,Java,Project,Unregistered user verification java selenium project ,https://mega.nz/folder/cxwGEa6R#BF5yEqL8h276TdLvT_KWHQ,100,,,,,,,,,,
4298,Cognizant,Vbscript,cc,Find next Saturday of given vbscript cc,https://mega.nz/folder/xk4iSQ6A#-s8bnmksbniGeLvwe1E3zA,6,,,,,,,,,,
4299,Dotnet,Entity framework ,cc,Webflix movie library entity framework dotnet cc,https://mega.nz/folder/Y1ZElbKL#JcnOuQSiwXxs3uQaaA94_g,16,,,,,,,,,,
4300,Cognizant,Vbscript,cc,find smallest number in an array vbscript cc,https://mega.nz/folder/o5QwnJKS#IGKn4_LoT6vrtIIODgBVGg,7,,,,,,,,,,
4301,Cognizant,plsql,cc,Count the number of location and records, copy records, Remove Employee records - Procedures, Concatenate Employee names - Functions,Withdraw Amount - Procedures,  Delete a Record - Triggers,  Inventory alert all files plsql cc,https://mega.nz/folder/N4JXyQKS#W2uSIKR3D3jt-9FrJt_VAA,30,,,,
4302,Cognizant,Selenium,cc,Software license new selenium cc,https://mega.nz/folder/FtoVQayZ#6sntYcY4HmusIahSHqZ-8w,11,,,,,,,,,,
4303,cognizant,selenium,cc,Student registration basic Webelements selenium cc,https://mega.nz/folder/FxglDYAb#4D3f2b_iVXkFTGsSsABpfQ,11,,,,,,,,,,
4304,Cognizant,Selenium,cc,Agent registration new selenium cc,https://mega.nz/folder/ksgHQaYT#iaDM5JK1VEVATBKkK0662w,11,,,,,,,,,,
